Rock_Type,Ore_Grade,Tonnage,Ore_Value,Mining_Cost,Processing_Cost,Waste_Flag,Profit
Hematite,56.27,1424,297.4,44,30,0,318121.6
Hematite,60.66,1549,324.33,47,20,0,398604.17
Magnetite,63.06,2990,324.14,47,32,0,732968.6
Hematite,51.72,1492,304.03,49,30,0,335744.76
Hematite,59.33,1167,259.08,69,38,0,177477.36
Hematite,62.95,1711,288.6,48,38,0,346648.6
Hematite,53.79,2349,321.41,31,35,0,599958.09
Hematite,56.96,1227,324.23,50,26,0,304578.21
Hematite,58.57,2230,328.72,55,31,0,541265.6
Hematite,50.86,1875,285.4,66,38,0,340125
Waste,0,2254,0,66,34,1,-225400
Waste,0,2836,0,63,26,1,-252404
Hematite,54.92,2161,312.23,68,27,0,469434.03
Waste,0,2592,0,54,36,1,-233280
Magnetite,60.97,1231,312.64,34,33,0,302382.84
Magnetite,53.32,1131,325.1,45,25,0,288518.1
Hematite,63.98,2023,286.12,43,30,0,431141.76
Hematite,63.66,1970,250.86,64,26,0,316894.2
Magnetite,50.88,1588,255.23,69,36,0,238565.24
Magnetite,61.57,1813,255.07,41,27,0,339157.91
Hematite,61.5,1740,310.65,46,34,0,401331
Magnetite,58.43,2292,325.93,67,34,0,515539.56
Magnetite,50.57,2763,284.06,43,32,0,577632.78
Magnetite,55.2,1544,299.88,39,27,0,361110.72
Magnetite,55.49,2710,256.87,56,36,0,446797.7
Hematite,61.14,1143,331.62,40,28,0,301317.66
Hematite,54.48,1449,313.14,53,32,0,330574.86
Hematite,55.02,1514,251.66,37,25,0,287145.24
Magnetite,63.86,1192,255.14,52,34,0,201614.88
Hematite,61.8,1467,257.63,65,35,0,231243.21
Waste,0,2971,0,40,35,1,-222825
Waste,0,1860,0,56,32,1,-163680
Waste,0,2999,0,35,25,1,-179940
Hematite,53.63,2711,344,69,29,0,666906
Hematite,51.73,1842,276.92,30,25,0,408776.64
Magnetite,55.06,2314,272.29,56,32,0,426447.06
Hematite,50.51,1383,284.14,34,26,0,309985.62
Hematite,52.79,1897,260.68,64,36,0,304809.96
Hematite,50.9,1934,306.89,52,28,0,438805.26
Hematite,61.98,1436,255.09,50,38,0,239941.24
Hematite,60.07,1990,318.69,69,38,0,421263.1
Magnetite,63.72,1706,269.97,66,25,0,305322.82
Hematite,53.56,2057,315.2,39,29,0,508490.4
Hematite,61.71,1769,284.35,68,38,0,315501.15
Magnetite,62.48,1208,298.39,41,39,0,263815.12
Hematite,63.14,2799,271.55,62,22,0,524952.45
Hematite,61.12,2244,255.58,62,31,0,364829.52
Hematite,59.43,2687,274.61,33,31,0,565909.07
Magnetite,57.35,2781,326.7,42,34,0,697196.7
Hematite,56.19,2754,290.26,67,29,0,534992.04
Hematite,52.9,1428,293.29,45,23,0,321714.12
Magnetite,60.15,2737,263.01,39,31,0,528268.37
Waste,0,1891,0,69,31,1,-189100
Hematite,50.93,1492,254.92,36,38,0,269932.64
Waste,0,1186,0,63,28,1,-107926
Hematite,50.1,2634,310.88,55,34,0,584431.92
Magnetite,62.4,1084,325.97,43,29,0,275303.48
Hematite,52.3,1114,267.7,47,32,0,210211.8
Hematite,52.35,2716,285.47,59,23,0,552624.52
Hematite,60.72,1163,284.01,57,31,0,227959.63
Hematite,55.04,1950,334.25,68,28,0,464587.5
Magnetite,50.77,1628,339.01,37,37,0,431436.28
Magnetite,52.82,2915,347.8,64,39,0,713592
Hematite,62.7,1552,298.47,44,34,0,342169.44
Hematite,51.24,2161,347.23,31,25,0,629348.03
Hematite,55.04,1528,250.87,59,22,0,259561.36
Hematite,51.96,1897,274.99,58,21,0,371793.03
Hematite,50.92,1322,305.26,50,26,0,303081.72
Hematite,50.92,2497,258.99,31,24,0,509363.03
Waste,0,1822,0,58,25,1,-151226
Hematite,59.03,2745,291.97,50,39,0,557152.65
Hematite,50.55,1410,283.54,36,30,0,306731.4
Hematite,60.43,1942,340.88,52,23,0,516338.96
Magnetite,62.94,1424,344.73,66,24,0,362735.52
Waste,0,2556,0,69,21,1,-230040
Magnetite,53.9,2956,282.51,68,35,0,530631.56
Waste,0,1972,0,39,34,1,-143956
Hematite,55.37,1119,314.17,51,36,0,254203.23
Hematite,50.11,2120,297.71,31,29,0,503945.2
Magnetite,63.56,1778,309.96,49,38,0,396422.88
Hematite,61.81,1705,301.02,59,31,0,359789.1
Magnetite,52.52,2239,336.55,59,28,0,558742.45
Hematite,57.09,2594,326.41,69,20,0,615841.54
Hematite,56.27,2452,320.1,30,25,0,650025.2
Magnetite,63.96,1920,288.76,64,38,0,358579.2
Hematite,62.88,2917,278.7,48,35,0,570856.9
Hematite,56.28,2484,259.93,48,25,0,464334.12
Hematite,59.45,1154,276.35,59,33,0,212739.9
Waste,0,2336,0,33,35,1,-158848
Hematite,52.39,2471,323.09,38,31,0,627856.39
Hematite,50.99,1717,296.92,34,35,0,391338.64
Waste,0,2122,0,31,38,1,-146418
Magnetite,56.41,1729,309.11,60,33,0,373654.19
Hematite,63.22,1885,322.22,60,35,0,428309.7
Hematite,53.9,1304,290.13,58,23,0,272705.52
Waste,0,2302,0,30,36,1,-151932
Waste,0,1073,0,55,20,1,-80475
Hematite,63.49,1132,267.55,36,31,0,227022.6
Hematite,57.54,1528,320.95,60,31,0,351363.6
Hematite,64.12,2861,301.12,43,21,0,678400.32
Waste,0,2905,0,53,34,1,-252735
Hematite,54.88,2103,259.7,32,37,0,401042.1
Magnetite,53.51,2282,276.46,49,20,0,473423.72
Hematite,50.91,1060,299.19,41,33,0,238701.4
Magnetite,53.15,1599,332.86,48,29,0,409120.14
Magnetite,53.12,1430,287.65,35,32,0,315529.5
Hematite,59.46,2663,346.69,63,20,0,702206.47
Magnetite,62.9,1737,307.9,52,34,0,385440.3
Magnetite,50.05,1529,265.3,53,24,0,287910.7
Hematite,57.9,1364,291.06,66,24,0,274245.84
Hematite,55.31,1045,322.55,69,26,0,237789.75
Waste,0,1054,0,54,35,1,-93806
Hematite,52.76,1627,315.65,42,29,0,398045.55
Magnetite,53.12,1459,255.1,62,27,0,242339.9
Hematite,58.37,1124,295.42,30,21,0,274728.08
Magnetite,63.21,1973,336.24,62,38,0,466101.52
Magnetite,61.14,1966,333.95,35,21,0,546449.7
Magnetite,54.44,1396,297.8,33,30,0,327780.8
Hematite,55.83,1804,270.85,38,23,0,378569.4
Waste,0,2054,0,66,21,1,-178698
Magnetite,62.08,1564,300.19,48,34,0,341249.16
Magnetite,59.16,1723,287.27,61,26,0,345065.21
Hematite,57.48,1030,311.45,46,28,0,244573.5
Magnetite,62.7,2739,339.97,35,38,0,731230.83
Hematite,59.72,1032,342.37,60,21,0,269733.84
Waste,0,1911,0,34,26,1,-114660
Magnetite,63.38,2474,294.31,59,24,0,522780.94
Hematite,51.86,2265,332.17,62,30,0,543985.05
Magnetite,58.11,2603,281.48,34,34,0,555688.44
Hematite,57.23,2925,329.94,54,30,0,719374.5
Hematite,63,1073,303.46,55,38,0,225823.58
Waste,0,1299,0,40,24,1,-83136
Hematite,55.63,1788,315.74,33,22,0,466203.12
Hematite,64.12,2670,343.5,58,20,0,708885
Waste,0,2666,0,44,35,1,-210614
Hematite,51.02,2077,295.84,63,27,0,427529.68
Hematite,63.31,1045,343.87,45,28,0,283059.15
Magnetite,55.07,2958,346.73,35,25,0,848147.34
Hematite,53.52,1118,349.39,39,22,0,322420.02
Magnetite,51.11,1301,270.85,69,21,0,235285.85
Hematite,50.3,2765,344.16,37,34,0,755287.4
Waste,0,2782,0,57,28,1,-236470
Magnetite,57.15,1857,289.3,67,23,0,370100.1
Magnetite,61.54,1018,343.42,38,20,0,290557.56
Magnetite,62.48,1053,256.36,64,28,0,173071.08
Hematite,58.68,1582,297.63,35,30,0,368020.66
Magnetite,57.46,1643,305.17,58,25,0,365025.31
Hematite,53.71,2060,259.6,40,29,0,392636
Magnetite,64.25,2527,323.25,35,28,0,657651.75
Hematite,57.81,2941,294.63,57,29,0,613580.83
Hematite,60.84,2444,296.45,56,25,0,526559.8
Magnetite,62.86,1416,326.65,37,30,0,367664.4
Hematite,62.05,2224,281.95,40,23,0,486944.8
Waste,0,1381,0,53,28,1,-111861
Hematite,57.15,2759,266.43,30,39,0,544709.37
Magnetite,58.03,1536,311.27,38,33,0,369054.72
Magnetite,60.86,1041,294.55,67,37,0,198362.55
Magnetite,51.91,1340,340.45,41,24,0,369103
Hematite,57.26,1333,286.65,40,23,0,298125.45
Magnetite,57.68,2090,251,50,20,0,378290
Hematite,63.27,2363,252.35,55,27,0,402537.05
Hematite,56.71,2218,335.96,56,31,0,552193.28
Hematite,60.89,2851,297.44,30,27,0,685494.44
Magnetite,60.08,2965,338.08,64,31,0,720732.2
Magnetite,57.39,2127,261.21,32,25,0,434354.67
Waste,0,1309,0,57,37,1,-123046
Magnetite,61.37,2205,326,57,31,0,524790
Magnetite,64.45,1584,314.69,41,35,0,378084.96
Waste,0,1559,0,63,28,1,-141869
Hematite,52.88,1899,259.07,53,21,0,351447.93
Hematite,57.92,1945,300.16,36,22,0,471001.2
Waste,0,1807,0,33,29,1,-112034
Magnetite,60.39,2439,335.1,32,26,0,675846.9
Waste,0,1885,0,40,33,1,-137605
Magnetite,51.65,1154,270.62,40,34,0,226899.48
Waste,0,1802,0,58,25,1,-149566
Magnetite,54.46,1755,266.09,34,30,0,354667.95
Hematite,55.59,2693,263.13,34,24,0,552415.09
Hematite,64.04,2054,271.24,46,36,0,388698.96
Hematite,56.89,2530,310.39,55,30,0,570236.7
Hematite,62.65,1006,311.79,40,25,0,248270.74
Hematite,64.31,1095,279.71,47,31,0,220872.45
Magnetite,61.45,2381,316.54,34,27,0,608440.74
Magnetite,50.94,2441,291.97,33,37,0,541828.77
Hematite,51.22,2502,302.74,43,38,0,554793.48
Hematite,60.22,2299,331.54,38,36,0,592084.46
Magnetite,56.17,1940,305.89,44,35,0,440166.6
Hematite,53.35,2546,258.7,39,37,0,465154.2
Hematite,52.2,1249,259.65,69,28,0,203149.85
Waste,0,2736,0,63,35,1,-268128
Hematite,54.34,2419,276.08,57,34,0,447708.52
Hematite,58.71,2268,318.24,39,39,0,544864.32
Hematite,51.93,1391,308.92,51,34,0,311472.72
Magnetite,52.1,1322,280.02,33,22,0,297476.44
Waste,0,2091,0,30,20,1,-104550
Waste,0,2752,0,67,37,1,-286208
Magnetite,56.81,2623,309.7,31,37,0,633979.1
Hematite,50.07,1519,296.16,36,36,0,340499.04
Magnetite,51.91,1806,318.55,69,33,0,391089.3
Waste,0,1781,0,67,31,1,-174538
Waste,0,2465,0,38,26,1,-157760
Waste,0,1432,0,30,36,1,-94512
Hematite,60.66,2517,289.6,63,33,0,487291.2
Magnetite,56.58,2395,277.76,47,33,0,473635.2
Hematite,56.23,2680,276.06,44,28,0,546880.8
Waste,0,1926,0,69,23,1,-177192
Hematite,51.48,2594,290.85,36,28,0,588448.9
Magnetite,63.05,2779,263.01,59,34,0,472457.79
Magnetite,50.77,2120,261.37,42,39,0,382384.4
Hematite,64.83,2891,264.08,49,35,0,520611.28
Waste,0,2976,0,41,20,1,-181536
Magnetite,59.35,1838,310.09,37,30,0,446799.42
Hematite,54.04,2065,324.6,60,39,0,465864
Magnetite,51.61,2944,305.08,44,28,0,686187.52
Hematite,51.75,1898,326.56,45,39,0,460378.88
Hematite,56.74,2925,327.96,68,21,0,698958
Magnetite,50.74,1528,320.93,68,36,0,331469.04
Magnetite,55.7,1069,309.86,52,38,0,235030.34
Hematite,50.05,2271,265.9,41,37,0,426720.9
Magnetite,55.15,1707,321.95,60,23,0,407887.65
Hematite,57.89,1228,284.39,44,32,0,255902.92
Hematite,53.86,2304,340.97,35,39,0,615098.88
Magnetite,63.29,1719,267.08,57,28,0,312995.52
Hematite,50.07,2556,328.6,47,34,0,632865.6
Magnetite,52.35,2936,296.4,32,24,0,705814.4
Hematite,52.72,2622,252.42,36,20,0,515013.24
Waste,0,2030,0,30,35,1,-131950
Hematite,55.09,1879,264,65,38,0,302519
Waste,0,2770,0,41,22,1,-174510
Hematite,62.54,2179,269.28,67,20,0,397188.12
Hematite,51.45,2946,306.82,40,28,0,703563.72
Hematite,51.63,1154,295.23,45,39,0,243759.42
Waste,0,1962,0,33,39,1,-141264
Magnetite,62.79,1782,330.5,37,25,0,478467
Magnetite,63.47,1789,323.24,54,22,0,442312.36
Waste,0,1796,0,60,29,1,-159844
Magnetite,52.12,1320,301.01,30,26,0,323413.2
Magnetite,62.89,1760,293.78,37,26,0,406172.8
Hematite,64.19,2867,313.71,54,32,0,652844.57
Hematite,59.48,2805,333.6,55,34,0,686103
Waste,0,1002,0,36,22,1,-58116
Waste,0,2683,0,68,32,1,-268300
Magnetite,57.86,1534,285.77,64,25,0,301845.18
Waste,0,2746,0,40,34,1,-203204
Magnetite,51.65,2494,337.07,58,34,0,611204.58
Magnetite,50.38,2808,332.8,55,37,0,676166.4
Hematite,52.53,2939,270.95,32,22,0,637616.05
Waste,0,2994,0,55,22,1,-230538
Hematite,59.37,1714,256.19,51,26,0,307131.66
Hematite,57.35,1949,340.83,65,32,0,475224.67
Magnetite,57.1,1851,270.52,51,26,0,358205.52
Magnetite,51.73,2544,262.11,49,32,0,460743.84
Waste,0,1353,0,55,34,1,-120417
Hematite,57.41,2783,342.28,31,29,0,785585.24
Magnetite,64.46,1017,315.38,53,25,0,241415.46
Magnetite,64.01,1072,323.81,62,38,0,239924.32
Hematite,50.49,2872,326.28,48,37,0,692956.16
Magnetite,58.3,2311,260.8,57,35,0,390096.8
Magnetite,53.19,1413,280.59,68,30,0,257999.67
Magnetite,53.62,2148,292.48,33,31,0,490775.04
Hematite,51.46,1830,318.31,37,21,0,476367.3
Magnetite,57.1,1436,254.92,62,24,0,242569.12
Hematite,50.31,1005,301.23,57,22,0,223341.15
Waste,0,2321,0,42,36,1,-181038
Hematite,56.47,1067,320.73,57,20,0,260059.91
Waste,0,2864,0,40,38,1,-223392
Hematite,63.05,2706,317.93,48,34,0,638426.58
Magnetite,60.47,2889,253.34,66,22,0,477667.26
Magnetite,59.15,2916,346.85,47,28,0,792714.6
Magnetite,51.28,1640,301.88,57,32,0,349123.2
Hematite,55.76,2805,340.96,65,23,0,709552.8
Waste,0,2735,0,58,32,1,-246150
Hematite,57.8,2250,295.72,42,21,0,523620
Magnetite,53.73,1578,304.85,62,28,0,339033.3
Magnetite,53.15,1012,322.33,57,26,0,242201.96
Hematite,58.49,1832,323.44,35,22,0,488118.08
Magnetite,50.14,1391,273.76,32,35,0,287603.16
Hematite,64.56,2137,285.27,33,36,0,462168.99
Waste,0,1168,0,64,36,1,-116800
Waste,0,1041,0,69,31,1,-104100
Magnetite,53.59,1374,281.36,68,23,0,261554.64
Magnetite,56.22,2704,294.47,40,23,0,625894.88
Magnetite,58.31,1301,269.56,63,29,0,231005.56
Hematite,58.81,2545,270.64,57,37,0,449548.8
Hematite,58.68,2917,272.25,58,26,0,549125.25
Waste,0,1737,0,46,38,1,-145908
Hematite,54.07,2639,335.36,57,38,0,634310.04
Waste,0,1084,0,69,30,1,-107316
Magnetite,60.03,1257,277.81,38,39,0,252418.17
Hematite,60.48,2876,332.2,59,37,0,679311.2
Waste,0,1616,0,57,24,1,-130896
Hematite,55.19,1197,325.39,48,38,0,286549.83
Magnetite,64.72,2163,325.16,50,36,0,517303.08
Waste,0,2054,0,54,37,1,-186914
Magnetite,63.8,1470,301.96,62,26,0,314521.2
Hematite,64.06,2138,312.01,55,27,0,491761.38
Waste,0,1636,0,48,35,1,-135788
Hematite,62.38,2582,304.81,42,39,0,577877.42
Hematite,56.72,2327,262.58,30,25,0,483038.66
Waste,0,2025,0,33,38,1,-143775
Hematite,55.96,1911,308.32,47,25,0,451607.52
Waste,0,1602,0,42,23,1,-104130
Hematite,62.69,2943,315.92,59,29,0,670768.56
Magnetite,58.62,2490,257.69,67,30,0,400118.1
Magnetite,56.38,1381,294.19,67,22,0,283367.39
Hematite,57.43,1518,290.77,40,38,0,322984.86
Waste,0,1808,0,64,21,1,-153680
Waste,0,2047,0,58,22,1,-163760
Hematite,56.65,2532,295.21,63,34,0,501867.72
Hematite,62.93,2092,287.63,46,37,0,428085.96
Magnetite,51.85,1508,306.35,68,39,0,300619.8
Magnetite,58.88,1086,313.92,62,24,0,247521.12
Hematite,52.84,1842,266.29,47,23,0,361566.18
Hematite,55.69,2644,253.7,40,30,0,485702.8
Magnetite,64.07,2185,327.69,58,31,0,521537.65
Magnetite,56.62,1649,325.71,38,22,0,438155.79
Waste,0,1911,0,39,38,1,-147147
Waste,0,2299,0,61,39,1,-229900
Waste,0,1475,0,36,31,1,-98825
Magnetite,50.24,1490,347.01,34,29,0,423174.9
Magnetite,54.32,1638,274.77,33,26,0,353431.26
Hematite,55.63,2582,269.49,58,36,0,453115.18
Hematite,56.55,1414,334.84,53,36,0,347617.76
Hematite,53.02,2582,257.99,64,32,0,418258.18
Magnetite,61.4,2430,324.45,49,20,0,620743.5
Hematite,62.24,2848,255.57,39,38,0,508567.36
Magnetite,54.88,2807,267.71,57,27,0,515673.97
Magnetite,61.69,1830,265.85,58,34,0,318145.5
Waste,0,2687,0,35,39,1,-198838
Waste,0,2302,0,50,36,1,-197972
Waste,0,2555,0,51,28,1,-201845
Hematite,62.61,1381,306.4,54,35,0,300229.4
Waste,0,2585,0,40,27,1,-173195
Hematite,64.07,1010,251.56,48,30,0,175295.6
Hematite,62.05,1077,319.04,34,38,0,266062.08
Hematite,55.97,2392,276.45,65,21,0,455556.4
Magnetite,59.71,2046,308.81,41,24,0,498835.26
Hematite,62.1,1238,298.32,62,24,0,262852.16
Magnetite,56.5,2550,252.55,35,39,0,455302.5
Waste,0,1846,0,62,33,1,-175370
Magnetite,55.29,1675,275.21,50,38,0,313576.75
Magnetite,54.17,2812,303.05,47,30,0,635652.6
Hematite,55.62,2700,304.76,41,36,0,614952
Waste,0,1211,0,31,35,1,-79926
Waste,0,2150,0,51,25,1,-163400
Waste,0,1988,0,47,35,1,-163016
Magnetite,51.28,1509,305.33,40,32,0,352094.97
Hematite,50.16,1103,267.75,51,25,0,211500.25
Waste,0,1049,0,30,28,1,-60842
Waste,0,1057,0,34,29,1,-66591
Hematite,57.98,2992,303.73,64,39,0,600584.16
Hematite,62.83,1017,307.92,55,28,0,228743.64
Magnetite,62.34,2111,347.32,41,30,0,583311.52
Hematite,59.68,1522,295.51,66,30,0,303654.22
Magnetite,57.85,2080,306.34,67,28,0,439587.2
Magnetite,61.78,2602,316.14,61,33,0,578008.28
Magnetite,61.52,2979,328.48,47,35,0,734263.92
Hematite,62.59,2448,275.16,58,33,0,450823.68
Magnetite,64.88,2901,326.32,55,35,0,685564.32
Hematite,54.5,2769,328.39,30,28,0,748709.91
Magnetite,56.01,1998,329.92,47,35,0,495344.16
Magnetite,61.61,2488,324.21,39,25,0,647402.48
Hematite,56.02,1760,315.53,48,20,0,435652.8
Magnetite,64.71,1911,264.76,33,25,0,395118.36
Waste,0,2292,0,40,38,1,-178776
Magnetite,57.73,1879,262.66,59,31,0,324428.14
Hematite,52.1,1890,343.37,50,36,0,486429.3
Hematite,55.09,2632,296.14,37,36,0,587304.48
Magnetite,52.16,1221,329.88,36,22,0,331965.48
Magnetite,61.11,2212,273.87,50,38,0,411144.44
Magnetite,57.34,2340,311.53,68,36,0,485620.2
Magnetite,50.41,1430,325.9,44,27,0,364507
Magnetite,59.88,2174,263.63,39,22,0,440517.62
Hematite,58.58,1208,287.2,44,22,0,267209.6
Magnetite,58.57,1807,262.06,63,39,0,289228.42
Magnetite,56.89,2183,312.43,42,34,0,516126.69
Hematite,52.58,1909,268.98,38,24,0,395124.82
Hematite,64.61,2205,319.48,38,29,0,556718.4
Waste,0,1783,0,65,37,1,-181866
Waste,0,1328,0,49,23,1,-95616
Waste,0,1272,0,39,36,1,-95400
Hematite,61.49,2835,271.26,52,21,0,562067.1
Hematite,62.68,1786,280.64,37,38,0,367273.04
Magnetite,62.34,2417,347.83,53,24,0,654596.11
Magnetite,53.29,2524,250.5,50,33,0,422770
Magnetite,63.04,1332,338.52,59,22,0,343016.64
Hematite,55.77,1274,289.05,35,34,0,280343.7
Waste,0,2922,0,53,39,1,-268824
Hematite,55.03,1017,305,34,30,0,245097
Magnetite,64.56,1958,264.26,40,35,0,370571.08
Magnetite,57.6,1749,298.47,47,24,0,397845.03
Magnetite,61.85,2840,325.6,32,29,0,751464
Hematite,62.25,1096,276.8,47,26,0,223364.8
Hematite,56.77,1890,255.34,32,26,0,372972.6
Magnetite,60.23,1720,321.2,60,35,0,389064
Hematite,51.19,2828,290.5,38,35,0,615090
Magnetite,62.46,2160,313.55,33,36,0,528228
Magnetite,59.63,1411,258.97,34,21,0,287801.67
Waste,0,1601,0,39,33,1,-115272
Hematite,62.51,2836,311.18,42,33,0,669806.48
Hematite,57.01,2533,331.49,66,37,0,578765.17
Hematite,59.54,1497,345.95,56,26,0,395133.15
Waste,0,2253,0,56,23,1,-177987
Magnetite,59.99,2959,320.93,58,29,0,692198.87
Waste,0,1719,0,58,36,1,-161586
Hematite,61.78,2282,328.54,57,25,0,562604.28
Magnetite,57.82,1959,331.63,32,29,0,530164.17
Hematite,58.83,1786,309.34,64,38,0,370309.24
Magnetite,57.83,1451,289.15,69,37,0,265750.65
Magnetite,59.53,1846,332.64,40,25,0,494063.44
Magnetite,56.64,2904,288.62,50,39,0,579696.48
Hematite,53.87,2253,317.94,36,29,0,569873.82
Hematite,56.14,2839,291.85,64,35,0,547501.15
Magnetite,62.11,1686,260.33,35,33,0,324268.38
Hematite,51.88,1129,342.13,49,27,0,300460.77
Waste,0,1984,0,49,33,1,-162688
Magnetite,50.34,2796,251.35,41,21,0,529422.6
Hematite,59.88,2418,327.01,62,39,0,546492.18
Hematite,59.54,1999,339.89,32,25,0,565497.11
Waste,0,1330,0,32,38,1,-93100
Magnetite,61.87,1423,329.72,49,30,0,356774.56
Hematite,51.64,2361,331.38,36,35,0,614757.18
Magnetite,53.73,2428,287.34,53,39,0,474285.52
Hematite,54.51,2269,258.92,51,20,0,426390.48
Waste,0,1183,0,50,27,1,-91091
Magnetite,57.54,2893,276.81,57,21,0,575157.33
Magnetite,60.71,2400,341.08,42,38,0,626592
Magnetite,56.22,2766,291.26,48,24,0,606473.16
Magnetite,54.43,2989,253.36,51,28,0,521162.04
Magnetite,58.41,1216,333.37,32,28,0,332417.92
Magnetite,56.99,2847,339.62,39,35,0,756220.14
Hematite,64.32,2101,345.01,69,25,0,527372.01
Waste,0,2981,0,56,20,1,-226556
Magnetite,64.17,2554,322.91,46,39,0,607622.14
Magnetite,58.69,1432,264.61,49,23,0,275817.52
Waste,0,2389,0,67,27,1,-224566
Hematite,54.68,1904,255.67,61,28,0,317339.68
Hematite,61.1,1961,347.43,57,21,0,528352.23
Hematite,52.88,1479,328.82,34,28,0,394626.78
Hematite,61.15,2898,343.75,44,31,0,778837.5
Magnetite,61.15,2133,347.52,36,23,0,615413.16
Hematite,62.96,2925,320.52,42,21,0,753246
Hematite,50.96,2821,265.41,32,34,0,562535.61
Hematite,60.13,1261,251.93,53,26,0,218064.73
Hematite,55.32,1127,347.76,42,25,0,316416.52
Magnetite,61.82,2151,262.06,49,38,0,376554.06
Waste,0,2043,0,63,33,1,-196128
Magnetite,54.15,2385,317.4,66,20,0,551889
Magnetite,63.18,2789,288.37,32,26,0,642501.93
Magnetite,60.82,1726,280.89,40,35,0,355366.14
Hematite,63.88,2185,255.05,43,33,0,391224.25
Hematite,57.4,2579,257.09,51,26,0,464452.11
Waste,0,1979,0,68,32,1,-197900
Hematite,54.39,1279,296.78,31,34,0,296446.62
Hematite,63.86,1347,302.98,39,22,0,325947.06
Magnetite,57.45,1714,262.04,56,26,0,308588.56
Waste,0,1544,0,34,29,1,-97272
Waste,0,2271,0,57,38,1,-215745
Hematite,58.74,1095,283.69,47,31,0,225230.55
Hematite,55.21,1249,289.99,34,33,0,278514.51
Hematite,58.49,2019,347.05,46,32,0,543211.95
Magnetite,57.86,1382,344.71,33,37,0,379649.22
Hematite,54.42,2893,254.64,37,39,0,516805.52
Magnetite,60.4,1877,277.76,36,28,0,401227.52
Hematite,51.23,1712,305.07,38,30,0,405863.84
Hematite,50.57,2654,315.46,57,26,0,616948.84
Hematite,56.59,1379,271.56,63,35,0,239339.24
Hematite,54.62,2277,289.35,30,35,0,510844.95
Hematite,58.52,1807,295.55,51,34,0,380463.85
Magnetite,52.59,2997,287.04,55,22,0,629489.88
Magnetite,57.17,1304,267.87,47,27,0,252806.48
Hematite,60.69,1371,250.49,33,24,0,265274.79
Magnetite,62.47,1773,328.79,39,25,0,469472.67
Hematite,50.02,2819,250.33,57,26,0,471703.27
Hematite,53.68,2242,316.81,67,35,0,481604.02
Waste,0,2276,0,67,31,1,-223048
Hematite,53.5,2154,301.27,31,27,0,524003.58
Magnetite,59.65,2833,257.99,62,30,0,470249.67
Magnetite,53.31,1127,339.26,67,24,0,279789.02
Magnetite,51.05,1144,280.18,60,34,0,212989.92
Waste,0,2424,0,45,21,1,-159984
Magnetite,53.86,2146,259.89,37,26,0,422525.94
Hematite,54.38,2125,310.4,46,31,0,495975
Hematite,63.48,2130,332.99,60,23,0,532478.7
Hematite,51.31,2270,250.26,45,24,0,411460.2
Waste,0,1617,0,36,34,1,-113190
Hematite,50.01,2550,310.12,60,26,0,571506
Hematite,52.27,2645,263.79,60,23,0,478189.55
Magnetite,51.97,1896,330.74,54,20,0,486779.04
Hematite,50.64,1993,323.22,57,29,0,472779.46
Magnetite,56.17,2997,267.81,51,34,0,547881.57
Magnetite,55.65,1364,318.36,67,33,0,297843.04
Hematite,53.43,1265,338.94,31,35,0,345269.1
Waste,0,2379,0,38,20,1,-137982
Waste,0,2993,0,42,24,1,-197538
Magnetite,54.97,1956,341.74,65,26,0,490447.44
Hematite,58.36,2722,293.55,63,33,0,537731.1
Hematite,58,2220,267.42,41,37,0,420512.4
Magnetite,62.5,2383,289.41,50,25,0,510939.03
Magnetite,60.11,2785,299.78,49,38,0,592592.3
Magnetite,57.52,2255,318.96,31,24,0,595229.8
Hematite,57.04,1303,262.15,60,20,0,237341.45
Hematite,52.07,1996,256.58,69,34,0,306545.68
Magnetite,63.9,1238,336.9,68,39,0,284616.2
Magnetite,62.55,2192,327.68,42,23,0,575794.56
Hematite,52.84,1583,273.53,46,29,0,314272.99
Magnetite,56.27,1274,267.35,44,30,0,246327.9
Magnetite,50.13,1982,276.39,38,29,0,415010.98
Magnetite,63.12,2986,269.3,32,20,0,648857.8
Hematite,58.61,2635,261.09,31,23,0,545682.15
Hematite,58.87,2248,339.61,36,30,0,615075.28
